index,code,original_file,renamed_reference,scene,season,outfit,location_type,shot_type
20,eunbi_020_riverside_tree_icecream_073725,base_images/eunbi/스크린샷 2026-05-20 오후 7.37.25.png,characters/woongbbi/eunbi/source_images/eunbi_020_riverside_tree_icecream_073725.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
21,eunbi_021_riverside_tree_seated_073733,base_images/eunbi/스크린샷 2026-05-20 오후 7.37.33.png,characters/woongbbi/eunbi/source_images/eunbi_021_riverside_tree_seated_073733.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
22,eunbi_022_park_sunset_bench_073742,base_images/eunbi/스크린샷 2026-05-20 오후 7.37.42.png,characters/woongbbi/eunbi/source_images/eunbi_022_park_sunset_bench_073742.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
23,eunbi_023_resort_pool_ocean_snorkel_073752,base_images/eunbi/스크린샷 2026-05-20 오후 7.37.52.png,characters/woongbbi/eunbi/source_images/eunbi_023_resort_pool_ocean_snorkel_073752.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
24,eunbi_024_resort_pool_ocean_snorkel_073800,base_images/eunbi/스크린샷 2026-05-20 오후 7.38.00.png,characters/woongbbi/eunbi/source_images/eunbi_024_resort_pool_ocean_snorkel_073800.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
25,eunbi_025_resort_pool_ocean_snorkel_073810,base_images/eunbi/스크린샷 2026-05-20 오후 7.38.10.png,characters/woongbbi/eunbi/source_images/eunbi_025_resort_pool_ocean_snorkel_073810.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
26,eunbi_026_resort_pool_ocean_snorkel_073818,base_images/eunbi/스크린샷 2026-05-20 오후 7.38.18.png,characters/woongbbi/eunbi/source_images/eunbi_026_resort_pool_ocean_snorkel_073818.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
27,eunbi_027_resort_pool_ocean_snorkel_073826,base_images/eunbi/스크린샷 2026-05-20 오후 7.38.26.png,characters/woongbbi/eunbi/source_images/eunbi_027_resort_pool_ocean_snorkel_073826.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
28,eunbi_028_resort_pool_ocean_snorkel_073835,base_images/eunbi/스크린샷 2026-05-20 오후 7.38.35.png,characters/woongbbi/eunbi/source_images/eunbi_028_resort_pool_ocean_snorkel_073835.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
29,eunbi_029_resort_pool_ocean_snorkel_073845,base_images/eunbi/스크린샷 2026-05-20 오후 7.38.45.png,characters/woongbbi/eunbi/source_images/eunbi_029_resort_pool_ocean_snorkel_073845.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
30,eunbi_030_resort_pool_ocean_snorkel_073854,base_images/eunbi/스크린샷 2026-05-20 오후 7.38.54.png,characters/woongbbi/eunbi/source_images/eunbi_030_resort_pool_ocean_snorkel_073854.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
31,eunbi_031_resort_pool_ocean_snorkel_073904,base_images/eunbi/스크린샷 2026-05-20 오후 7.39.04.png,characters/woongbbi/eunbi/source_images/eunbi_031_resort_pool_ocean_snorkel_073904.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
32,eunbi_032_resort_pool_ocean_snorkel_073916,base_images/eunbi/스크린샷 2026-05-20 오후 7.39.16.png,characters/woongbbi/eunbi/source_images/eunbi_032_resort_pool_ocean_snorkel_073916.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
33,eunbi_033_resort_pool_ocean_snorkel_073923,base_images/eunbi/스크린샷 2026-05-20 오후 7.39.23.png,characters/woongbbi/eunbi/source_images/eunbi_033_resort_pool_ocean_snorkel_073923.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
34,eunbi_034_resort_pool_ocean_snorkel_073930,base_images/eunbi/스크린샷 2026-05-20 오후 7.39.30.png,characters/woongbbi/eunbi/source_images/eunbi_034_resort_pool_ocean_snorkel_073930.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
35,eunbi_035_resort_pool_ocean_snorkel_073940,base_images/eunbi/스크린샷 2026-05-20 오후 7.39.40.png,characters/woongbbi/eunbi/source_images/eunbi_035_resort_pool_ocean_snorkel_073940.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
36,eunbi_036_resort_pool_ocean_snorkel_073952,base_images/eunbi/스크린샷 2026-05-20 오후 7.39.52.png,characters/woongbbi/eunbi/source_images/eunbi_036_resort_pool_ocean_snorkel_073952.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
37,eunbi_037_resort_pool_ocean_snorkel_073959,base_images/eunbi/스크린샷 2026-05-20 오후 7.39.59.png,characters/woongbbi/eunbi/source_images/eunbi_037_resort_pool_ocean_snorkel_073959.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
38,eunbi_038_resort_pool_ocean_snorkel_074009,base_images/eunbi/스크린샷 2026-05-20 오후 7.40.09.png,characters/woongbbi/eunbi/source_images/eunbi_038_resort_pool_ocean_snorkel_074009.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
39,eunbi_039_resort_pool_ocean_snorkel_074020,base_images/eunbi/스크린샷 2026-05-20 오후 7.40.20.png,characters/woongbbi/eunbi/source_images/eunbi_039_resort_pool_ocean_snorkel_074020.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
40,eunbi_040_resort_pool_ocean_snorkel_074030,base_images/eunbi/스크린샷 2026-05-20 오후 7.40.30.png,characters/woongbbi/eunbi/source_images/eunbi_040_resort_pool_ocean_snorkel_074030.jpg,resort_pool_ocean_snorkel,summer,"green bikini, pink swimwear, rash guard, casual vacation wear","resort, beach, pool, ocean, sunset",swimwear_full_body
41,eunbi_041_tennis_court_autumn_walk_074038,base_images/eunbi/스크린샷 2026-05-20 오후 7.40.38.png,characters/woongbbi/eunbi/source_images/eunbi_041_tennis_court_autumn_walk_074038.jpg,tennis_court_autumn_walk,autumn,oversized hoodie or sweatshirt with shorts and sneakers,"park, tennis court, residential street",full_body
42,eunbi_042_tennis_court_autumn_walk_074047,base_images/eunbi/스크린샷 2026-05-20 오후 7.40.47.png,characters/woongbbi/eunbi/source_images/eunbi_042_tennis_court_autumn_walk_074047.jpg,tennis_court_autumn_walk,autumn,oversized hoodie or sweatshirt with shorts and sneakers,"park, tennis court, residential street",full_body
43,eunbi_043_tennis_court_autumn_walk_074056,base_images/eunbi/스크린샷 2026-05-20 오후 7.40.56.png,characters/woongbbi/eunbi/source_images/eunbi_043_tennis_court_autumn_walk_074056.jpg,tennis_court_autumn_walk,autumn,oversized hoodie or sweatshirt with shorts and sneakers,"park, tennis court, residential street",full_body
44,eunbi_044_tennis_court_autumn_walk_074119,base_images/eunbi/스크린샷 2026-05-20 오후 7.41.19.png,characters/woongbbi/eunbi/source_images/eunbi_044_tennis_court_autumn_walk_074119.jpg,tennis_court_autumn_walk,autumn,oversized hoodie or sweatshirt with shorts and sneakers,"park, tennis court, residential street",full_body
45,eunbi_045_tennis_court_autumn_walk_074126,base_images/eunbi/스크린샷 2026-05-20 오후 7.41.26.png,characters/woongbbi/eunbi/source_images/eunbi_045_tennis_court_autumn_walk_074126.jpg,tennis_court_autumn_walk,autumn,oversized hoodie or sweatshirt with shorts and sneakers,"park, tennis court, residential street",full_body
46,eunbi_046_tennis_court_autumn_walk_074133,base_images/eunbi/스크린샷 2026-05-20 오후 7.41.33.png,characters/woongbbi/eunbi/source_images/eunbi_046_tennis_court_autumn_walk_074133.jpg,tennis_court_autumn_walk,autumn,oversized hoodie or sweatshirt with shorts and sneakers,"park, tennis court, residential street",full_body
47,eunbi_047_tennis_court_autumn_walk_074143,base_images/eunbi/스크린샷 2026-05-20 오후 7.41.43.png,characters/woongbbi/eunbi/source_images/eunbi_047_tennis_court_autumn_walk_074143.jpg,tennis_court_autumn_walk,autumn,oversized hoodie or sweatshirt with shorts and sneakers,"park, tennis court, residential street",full_body
48,eunbi_048_tennis_court_autumn_walk_074157,base_images/eunbi/스크린샷 2026-05-20 오후 7.41.57.png,characters/woongbbi/eunbi/source_images/eunbi_048_tennis_court_autumn_walk_074157.jpg,tennis_court_autumn_walk,autumn,oversized hoodie or sweatshirt with shorts and sneakers,"park, tennis court, residential street",full_body
49,eunbi_049_tennis_court_autumn_walk_074203,base_images/eunbi/스크린샷 2026-05-20 오후 7.42.03.png,characters/woongbbi/eunbi/source_images/eunbi_049_tennis_court_autumn_walk_074203.jpg,tennis_court_autumn_walk,autumn,oversized hoodie or sweatshirt with shorts and sneakers,"park, tennis court, residential street",full_body
50,eunbi_050_tennis_court_autumn_walk_074217,base_images/eunbi/스크린샷 2026-05-20 오후 7.42.17.png,characters/woongbbi/eunbi/source_images/eunbi_050_tennis_court_autumn_walk_074217.jpg,tennis_court_autumn_walk,autumn,oversized hoodie or sweatshirt with shorts and sneakers,"park, tennis court, residential street",full_body
51,eunbi_051_tennis_court_autumn_walk_074229,base_images/eunbi/스크린샷 2026-05-20 오후 7.42.29.png,characters/woongbbi/eunbi/source_images/eunbi_051_tennis_court_autumn_walk_074229.jpg,tennis_court_autumn_walk,autumn,oversized hoodie or sweatshirt with shorts and sneakers,"park, tennis court, residential street",full_body
52,eunbi_052_museum_park_observatory_city_074239,base_images/eunbi/스크린샷 2026-05-20 오후 7.42.39.png,characters/woongbbi/eunbi/source_images/eunbi_052_museum_park_observatory_city_074239.jpg,museum_park_observatory_city,spring_to_autumn,"white top with black skirt, cap, soft pink shirt, black skirt","museum, park, observatory, urban landmark",full_body_to_half_body
53,eunbi_053_museum_park_observatory_city_074245,base_images/eunbi/스크린샷 2026-05-20 오후 7.42.45.png,characters/woongbbi/eunbi/source_images/eunbi_053_museum_park_observatory_city_074245.jpg,museum_park_observatory_city,spring_to_autumn,"white top with black skirt, cap, soft pink shirt, black skirt","museum, park, observatory, urban landmark",full_body_to_half_body
54,eunbi_054_museum_park_observatory_city_074302,base_images/eunbi/스크린샷 2026-05-20 오후 7.43.02.png,characters/woongbbi/eunbi/source_images/eunbi_054_museum_park_observatory_city_074302.jpg,museum_park_observatory_city,spring_to_autumn,"white top with black skirt, cap, soft pink shirt, black skirt","museum, park, observatory, urban landmark",full_body_to_half_body
55,eunbi_055_museum_park_observatory_city_074308,base_images/eunbi/스크린샷 2026-05-20 오후 7.43.08.png,characters/woongbbi/eunbi/source_images/eunbi_055_museum_park_observatory_city_074308.jpg,museum_park_observatory_city,spring_to_autumn,"white top with black skirt, cap, soft pink shirt, black skirt","museum, park, observatory, urban landmark",full_body_to_half_body
56,eunbi_056_museum_park_observatory_city_074317,base_images/eunbi/스크린샷 2026-05-20 오후 7.43.17.png,characters/woongbbi/eunbi/source_images/eunbi_056_museum_park_observatory_city_074317.jpg,museum_park_observatory_city,spring_to_autumn,"white top with black skirt, cap, soft pink shirt, black skirt","museum, park, observatory, urban landmark",full_body_to_half_body
57,eunbi_057_museum_park_observatory_city_074324,base_images/eunbi/스크린샷 2026-05-20 오후 7.43.24.png,characters/woongbbi/eunbi/source_images/eunbi_057_museum_park_observatory_city_074324.jpg,museum_park_observatory_city,spring_to_autumn,"white top with black skirt, cap, soft pink shirt, black skirt","museum, park, observatory, urban landmark",full_body_to_half_body
58,eunbi_058_museum_park_observatory_city_074330,base_images/eunbi/스크린샷 2026-05-20 오후 7.43.30.png,characters/woongbbi/eunbi/source_images/eunbi_058_museum_park_observatory_city_074330.jpg,museum_park_observatory_city,spring_to_autumn,"white top with black skirt, cap, soft pink shirt, black skirt","museum, park, observatory, urban landmark",full_body_to_half_body
59,eunbi_059_museum_park_observatory_city_074338,base_images/eunbi/스크린샷 2026-05-20 오후 7.43.38.png,characters/woongbbi/eunbi/source_images/eunbi_059_museum_park_observatory_city_074338.jpg,museum_park_observatory_city,spring_to_autumn,"white top with black skirt, cap, soft pink shirt, black skirt","museum, park, observatory, urban landmark",full_body_to_half_body
60,eunbi_060_museum_park_observatory_city_074346,base_images/eunbi/스크린샷 2026-05-20 오후 7.43.46.png,characters/woongbbi/eunbi/source_images/eunbi_060_museum_park_observatory_city_074346.jpg,museum_park_observatory_city,spring_to_autumn,"white top with black skirt, cap, soft pink shirt, black skirt","museum, park, observatory, urban landmark",full_body_to_half_body
61,eunbi_061_museum_park_observatory_city_074403,base_images/eunbi/스크린샷 2026-05-20 오후 7.44.03.png,characters/woongbbi/eunbi/source_images/eunbi_061_museum_park_observatory_city_074403.jpg,museum_park_observatory_city,spring_to_autumn,"white top with black skirt, cap, soft pink shirt, black skirt","museum, park, observatory, urban landmark",full_body_to_half_body
62,eunbi_062_museum_park_observatory_city_074410,base_images/eunbi/스크린샷 2026-05-20 오후 7.44.10.png,characters/woongbbi/eunbi/source_images/eunbi_062_museum_park_observatory_city_074410.jpg,museum_park_observatory_city,spring_to_autumn,"white top with black skirt, cap, soft pink shirt, black skirt","museum, park, observatory, urban landmark",full_body_to_half_body
63,eunbi_063_museum_park_observatory_city_074416,base_images/eunbi/스크린샷 2026-05-20 오후 7.44.16.png,characters/woongbbi/eunbi/source_images/eunbi_063_museum_park_observatory_city_074416.jpg,museum_park_observatory_city,spring_to_autumn,"white top with black skirt, cap, soft pink shirt, black skirt","museum, park, observatory, urban landmark",full_body_to_half_body
64,eunbi_064_museum_park_observatory_city_074428,base_images/eunbi/스크린샷 2026-05-20 오후 7.44.28.png,characters/woongbbi/eunbi/source_images/eunbi_064_museum_park_observatory_city_074428.jpg,museum_park_observatory_city,spring_to_autumn,"white top with black skirt, cap, soft pink shirt, black skirt","museum, park, observatory, urban landmark",full_body_to_half_body
65,eunbi_065_museum_park_observatory_city_074434,base_images/eunbi/스크린샷 2026-05-20 오후 7.44.34.png,characters/woongbbi/eunbi/source_images/eunbi_065_museum_park_observatory_city_074434.jpg,museum_park_observatory_city,spring_to_autumn,"white top with black skirt, cap, soft pink shirt, black skirt","museum, park, observatory, urban landmark",full_body_to_half_body
66,eunbi_066_museum_park_observatory_city_074442,base_images/eunbi/스크린샷 2026-05-20 오후 7.44.42.png,characters/woongbbi/eunbi/source_images/eunbi_066_museum_park_observatory_city_074442.jpg,museum_park_observatory_city,spring_to_autumn,"white top with black skirt, cap, soft pink shirt, black skirt","museum, park, observatory, urban landmark",full_body_to_half_body
67,eunbi_067_museum_park_observatory_city_074503,base_images/eunbi/스크린샷 2026-05-20 오후 7.45.03.png,characters/woongbbi/eunbi/source_images/eunbi_067_museum_park_observatory_city_074503.jpg,museum_park_observatory_city,spring_to_autumn,"white top with black skirt, cap, soft pink shirt, black skirt","museum, park, observatory, urban landmark",full_body_to_half_body
68,eunbi_068_museum_park_observatory_city_074510,base_images/eunbi/스크린샷 2026-05-20 오후 7.45.10.png,characters/woongbbi/eunbi/source_images/eunbi_068_museum_park_observatory_city_074510.jpg,museum_park_observatory_city,spring_to_autumn,"white top with black skirt, cap, soft pink shirt, black skirt","museum, park, observatory, urban landmark",full_body_to_half_body
69,eunbi_069_museum_park_observatory_city_074516,base_images/eunbi/스크린샷 2026-05-20 오후 7.45.16.png,characters/woongbbi/eunbi/source_images/eunbi_069_museum_park_observatory_city_074516.jpg,museum_park_observatory_city,spring_to_autumn,"white top with black skirt, cap, soft pink shirt, black skirt","museum, park, observatory, urban landmark",full_body_to_half_body
70,eunbi_070_museum_park_observatory_city_074530,base_images/eunbi/스크린샷 2026-05-20 오후 7.45.30.png,characters/woongbbi/eunbi/source_images/eunbi_070_museum_park_observatory_city_074530.jpg,museum_park_observatory_city,spring_to_autumn,"white top with black skirt, cap, soft pink shirt, black skirt","museum, park, observatory, urban landmark",full_body_to_half_body
71,eunbi_071_museum_park_observatory_city_074538,base_images/eunbi/스크린샷 2026-05-20 오후 7.45.38.png,characters/woongbbi/eunbi/source_images/eunbi_071_museum_park_observatory_city_074538.jpg,museum_park_observatory_city,spring_to_autumn,"white top with black skirt, cap, soft pink shirt, black skirt","museum, park, observatory, urban landmark",full_body_to_half_body
72,eunbi_072_campus_river_mountain_fall_074551,base_images/eunbi/스크린샷 2026-05-20 오후 7.45.51.png,characters/woongbbi/eunbi/source_images/eunbi_072_campus_river_mountain_fall_074551.jpg,campus_river_mountain_fall,autumn_to_winter,"black jacket, pink knit, white cardigan, brown jacket, fleece hoodie","campus/residential streets, riverside, lake, mountains",portrait_to_full_body
73,eunbi_073_campus_river_mountain_fall_074557,base_images/eunbi/스크린샷 2026-05-20 오후 7.45.57.png,characters/woongbbi/eunbi/source_images/eunbi_073_campus_river_mountain_fall_074557.jpg,campus_river_mountain_fall,autumn_to_winter,"black jacket, pink knit, white cardigan, brown jacket, fleece hoodie","campus/residential streets, riverside, lake, mountains",portrait_to_full_body
74,eunbi_074_campus_river_mountain_fall_074603,base_images/eunbi/스크린샷 2026-05-20 오후 7.46.03.png,characters/woongbbi/eunbi/source_images/eunbi_074_campus_river_mountain_fall_074603.jpg,campus_river_mountain_fall,autumn_to_winter,"black jacket, pink knit, white cardigan, brown jacket, fleece hoodie","campus/residential streets, riverside, lake, mountains",portrait_to_full_body
75,eunbi_075_campus_river_mountain_fall_074609,base_images/eunbi/스크린샷 2026-05-20 오후 7.46.09.png,characters/woongbbi/eunbi/source_images/eunbi_075_campus_river_mountain_fall_074609.jpg,campus_river_mountain_fall,autumn_to_winter,"black jacket, pink knit, white cardigan, brown jacket, fleece hoodie","campus/residential streets, riverside, lake, mountains",portrait_to_full_body
76,eunbi_076_campus_river_mountain_fall_074615,base_images/eunbi/스크린샷 2026-05-20 오후 7.46.15.png,characters/woongbbi/eunbi/source_images/eunbi_076_campus_river_mountain_fall_074615.jpg,campus_river_mountain_fall,autumn_to_winter,"black jacket, pink knit, white cardigan, brown jacket, fleece hoodie","campus/residential streets, riverside, lake, mountains",portrait_to_full_body
77,eunbi_077_campus_river_mountain_fall_074621,base_images/eunbi/스크린샷 2026-05-20 오후 7.46.21.png,characters/woongbbi/eunbi/source_images/eunbi_077_campus_river_mountain_fall_074621.jpg,campus_river_mountain_fall,autumn_to_winter,"black jacket, pink knit, white cardigan, brown jacket, fleece hoodie","campus/residential streets, riverside, lake, mountains",portrait_to_full_body
78,eunbi_078_campus_river_mountain_fall_074628,base_images/eunbi/스크린샷 2026-05-20 오후 7.46.28.png,characters/woongbbi/eunbi/source_images/eunbi_078_campus_river_mountain_fall_074628.jpg,campus_river_mountain_fall,autumn_to_winter,"black jacket, pink knit, white cardigan, brown jacket, fleece hoodie","campus/residential streets, riverside, lake, mountains",portrait_to_full_body
79,eunbi_079_campus_river_mountain_fall_074634,base_images/eunbi/스크린샷 2026-05-20 오후 7.46.34.png,characters/woongbbi/eunbi/source_images/eunbi_079_campus_river_mountain_fall_074634.jpg,campus_river_mountain_fall,autumn_to_winter,"black jacket, pink knit, white cardigan, brown jacket, fleece hoodie","campus/residential streets, riverside, lake, mountains",portrait_to_full_body
80,eunbi_080_campus_river_mountain_fall_074641,base_images/eunbi/스크린샷 2026-05-20 오후 7.46.41.png,characters/woongbbi/eunbi/source_images/eunbi_080_campus_river_mountain_fall_074641.jpg,campus_river_mountain_fall,autumn_to_winter,"black jacket, pink knit, white cardigan, brown jacket, fleece hoodie","campus/residential streets, riverside, lake, mountains",portrait_to_full_body
81,eunbi_081_campus_river_mountain_fall_074647,base_images/eunbi/스크린샷 2026-05-20 오후 7.46.47.png,characters/woongbbi/eunbi/source_images/eunbi_081_campus_river_mountain_fall_074647.jpg,campus_river_mountain_fall,autumn_to_winter,"black jacket, pink knit, white cardigan, brown jacket, fleece hoodie","campus/residential streets, riverside, lake, mountains",portrait_to_full_body
